UniqID_NUCL,N_COM_X,N_COM_Y,N_Orient
07-0289_f1_0002_-2452.43_-6626.93,-2452.43,-6626.93,0.145764
07-0289_f1_0002_-2396.49_-6627.82,-2396.49,-6627.82,0.120583
07-0289_f1_0002_-2446.43_-6626.2,-2446.43,-6626.2,-0.226089
07-0289_f1_0002_-2384.19_-6624.67,-2384.19,-6624.67,-1.43953
07-0289_f1_0002_-2335.47_-6628.11,-2335.47,-6628.11,0.056383
07-0289_f1_0002_-2513.11_-6629.63,-2513.11,-6629.63,-1.35183
07-0289_f1_0002_-2581.38_-6626.03,-2581.38,-6626.03,0.581936
07-0289_f1_0002_-2485.85_-6626.94,-2485.85,-6626.94,1.27144
07-0289_f1_0002_-2419.64_-6627.08,-2419.64,-6627.08,0.902783
07-0289_f1_0002_-2813.74_-6628.93,-2813.74,-6628.93,0.914844
07-0289_f1_0002_-2381.73_-6626.8,-2381.73,-6626.8,-0.928031
07-0289_f1_0002_-2432.46_-6626.54,-2432.46,-6626.54,-0.534292
07-0289_f1_0002_-2613.26_-6627.85,-2613.26,-6627.85,-0.873077
07-0289_f1_0002_-2536.73_-6628.15,-2536.73,-6628.15,-0.074393
07-0289_f1_0002_-2377.82_-6628.69,-2377.82,-6628.69,-0.291693
07-0289_f1_0002_-2525.63_-6630.15,-2525.63,-6630.15,0.680038
07-0289_f1_0002_-2624.07_-6627.84,-2624.07,-6627.84,-0.113602
07-0289_f1_0002_-2477.3_-6631.55,-2477.3,-6631.55,0.83867
07-0289_f1_0002_-2784.09_-6630.74,-2784.09,-6630.74,-1.19132
07-0289_f1_0002_-2422.11_-6631.91,-2422.11,-6631.91,0.328823
07-0289_f1_0002_-2401.03_-6632.4,-2401.03,-6632.4,-0.408295
07-0289_f1_0002_-2583.88_-6630.38,-2583.88,-6630.38,0.771704
07-0289_f1_0002_-2492.11_-6628.61,-2492.11,-6628.61,0.98397
07-0289_f1_0002_-2820_-6629.02,-2820,-6629.02,1.12686
07-0289_f1_0002_-2627.72_-6628.63,-2627.72,-6628.63,0.458836
07-0289_f1_0002_-2372.94_-6630.76,-2372.94,-6630.76,-0.184395
07-0289_f1_0002_-2659.4_-6633.8,-2659.4,-6633.8,0.854663
07-0289_f1_0002_-2575.53_-6629.93,-2575.53,-6629.93,0.289121
07-0289_f1_0002_-2429.57_-6630.8,-2429.57,-6630.8,-0.261477
07-0289_f1_0002_-2777.76_-6629.35,-2777.76,-6629.35,-1.36572
07-0289_f1_0002_-2631.62_-6631.74,-2631.62,-6631.74,-0.335208
07-0289_f1_0002_-2321.53_-6630.36,-2321.53,-6630.36,-1.35534
07-0289_f1_0002_-2557.84_-6634.1,-2557.84,-6634.1,-0.161366
07-0289_f1_0002_-2390.24_-6634.51,-2390.24,-6634.51,-0.140832
